TransactionID;Date;StoreID;ProdID;CustomerID;UnitsSold;Descrição;Tamanho;Cor;ValueSold;Promo
1557;14/04/2022;Loja007;123000;90074;3;Calça liso;  P;Azul;53,973;1
1558;14/04/2022;Loja006;123001;90033;2;Calça algodão;  G;Cinza;51,98;0
1559;14/04/2022;Loja004;123005;90063;4;Blusa em malha;  P;Cinza;199,96;0
1560;14/04/2022;Loja002;123001;90077;3;Calça algodão;  G;Cinza;77,97;0
1561;14/04/2022;Loja004;123004;90019;3;Regata;M;Cinza;107,97;0
1562;14/04/2022;Loja002;123008;90048;2;Calça pantalona;G;Vermelho;179,98;0
1563;14/04/2022;Loja002;123002;90005;2;Camisa manga longa;M;Preto;50,382;1
1564;14/04/2022;Loja009;123006;90086;3;Colete;P;Preto;167,97;0
1565;14/04/2022;Loja003;123000;90093;3;Calça liso;  P;Azul;59,97;0
1566;15/04/2022;Loja004;123001;90041;4;Calça algodão;  G;Cinza;103,96;0
1567;15/04/2022;Loja008;123006;90084;1;Colete;P;Preto;55,99;0
1568;15/04/2022;Loja010;123003;90076;1;Blusa manga curta; M;Vermelho;27,99;0
1569;16/04/2022;Loja006;123005;90065;3;Blusa em malha;  P;Cinza;149,97;0
1570;16/04/2022;Loja010;123007;90070;2;Camisa jeans;P;Vermelho;119,98;0
1571;16/04/2022;Loja005;123004;90071;1;Regata;M;Cinza;35,99;0
1572;16/04/2022;Loja010;123009;90007;3;Jaqueta;GG;Vermelho;275,97;0
1573;16/04/2022;Loja004;123001;90063;3;Calça algodão;  G;Cinza;77,97;0
1574;16/04/2022;Loja004;123002;90080;3;Camisa manga longa;M;Preto;83,97;0
1575;16/04/2022;Loja002;123001;90016;3;Calça algodão;  G;Cinza;77,97;0
1576;16/04/2022;Loja006;123005;90096;2;Blusa em malha;  P;Cinza;89,982;1
1577;17/04/2022;Loja004;123006;90098;1;Colete;P;Preto;55,99;0
1578;17/04/2022;Loja008;123005;90065;1;Blusa em malha;  P;Cinza;49,99;0
1579;17/04/2022;Loja002;123001;90089;2;Calça algodão;  G;Cinza;51,98;0
1580;17/04/2022;Loja010;123003;90066;1;Blusa manga curta; M;Vermelho;27,99;0
1581;17/04/2022;Loja007;123001;90058;1;Calça algodão;  G;Cinza;25,99;0
1582;17/04/2022;Loja008;123002;90047;3;Camisa manga longa;M;Preto;75,573;1
1583;17/04/2022;Loja004;123004;90011;2;Regata;M;Cinza;64,782;1
1584;17/04/2022;Loja007;123001;90025;3;Calça algodão;  G;Cinza;77,97;0
1585;17/04/2022;Loja008;123004;90087;2;Regata;M;Cinza;71,98;0
1586;18/04/2022;Loja004;123001;90012;2;Calça algodão;  G;Cinza;51,98;0
1587;18/04/2022;Loja009;123004;90020;3;Regata;M;Cinza;107,97;0
1588;18/04/2022;Loja004;123003;90087;3;Blusa manga curta; M;Vermelho;83,97;0
1589;18/04/2022;Loja002;123003;90077;1;Blusa manga curta; M;Vermelho;27,99;0
1590;18/04/2022;Loja007;123002;90019;4;Camisa manga longa;M;Preto;111,96;0
1591;18/04/2022;Loja004;123001;90047;2;Calça algodão;  G;Cinza;51,98;0
1592;19/04/2022;Loja007;123003;90049;2;Blusa manga curta; M;Vermelho;55,98;0
1593;20/04/2022;Loja010;123008;90003;3;Calça pantalona;G;Vermelho;269,97;0
1594;20/04/2022;Loja009;123005;90014;1;Blusa em malha;  P;Cinza;49,99;0
1595;20/04/2022;Loja009;123002;90024;2;Camisa manga longa;M;Preto;55,98;0
1596;20/04/2022;Loja010;123005;90037;1;Blusa em malha;  P;Cinza;49,99;0
1597;20/04/2022;Loja003;123005;90085;3;Blusa em malha;  P;Cinza;149,97;0
1598;20/04/2022;Loja002;123002;90013;2;Camisa manga longa;M;Preto;50,382;1
1599;20/04/2022;Loja003;123003;90044;3;Blusa manga curta; M;Vermelho;83,97;0
1600;20/04/2022;Loja008;123003;90076;3;Blusa manga curta; M;Vermelho;83,97;0
1601;20/04/2022;Loja007;123006;90043;2;Colete;P;Preto;111,98;0
1602;20/04/2022;Loja002;123006;90033;4;Colete;P;Preto;223,96;0
1603;20/04/2022;Loja002;123006;90024;2;Colete;P;Preto;111,98;0
1604;20/04/2022;Loja005;123002;90029;2;Camisa manga longa;M;Preto;55,98;0
1605;20/04/2022;Loja003;123008;90063;3;Calça pantalona;G;Vermelho;269,97;0
1606;20/04/2022;Loja007;123008;90027;2;Calça pantalona;G;Vermelho;179,98;0
1607;20/04/2022;Loja004;123002;90097;3;Camisa manga longa;M;Preto;83,97;0
1608;20/04/2022;Loja008;123001;90048;2;Calça algodão;  G;Cinza;51,98;0
1609;20/04/2022;Loja005;123000;90063;1;Calça liso;  P;Azul;19,99;0
1610;20/04/2022;Loja009;123002;90085;2;Camisa manga longa;M;Preto;55,98;0
1611;20/04/2022;Loja009;123002;90031;1;Camisa manga longa;M;Preto;27,99;0
1612;20/04/2022;Loja002;123005;90046;3;Blusa em malha;  P;Cinza;149,97;0
1613;20/04/2022;Loja004;123001;90023;1;Calça algodão;  G;Cinza;25,99;0
1614;20/04/2022;Loja004;123004;90007;3;Regata;M;Cinza;107,97;0
1615;20/04/2022;Loja009;123003;90017;1;Blusa manga curta; M;Vermelho;25,191;1
1616;20/04/2022;Loja010;123005;90056;3;Blusa em malha;  P;Cinza;149,97;0
1617;21/04/2022;Loja003;123008;90068;2;Calça pantalona;G;Vermelho;179,98;0
1618;21/04/2022;Loja009;123009;90055;1;Jaqueta;GG;Vermelho;91,99;0
1619;21/04/2022;Loja005;123002;90013;1;Camisa manga longa;M;Preto;25,191;1
1620;21/04/2022;Loja006;123007;90053;2;Camisa jeans;P;Vermelho;107,982;1
1621;21/04/2022;Loja008;123004;90067;3;Regata;M;Cinza;107,97;0
1622;21/04/2022;Loja004;123003;90072;2;Blusa manga curta; M;Vermelho;50,382;1
1623;21/04/2022;Loja008;123008;90078;2;Calça pantalona;G;Vermelho;179,98;0
1624;21/04/2022;Loja008;123006;90020;1;Colete;P;Preto;55,99;0
1625;21/04/2022;Loja008;123008;90042;3;Calça pantalona;G;Vermelho;269,97;0
1626;21/04/2022;Loja002;123002;90050;2;Camisa manga longa;M;Preto;55,98;0
1627;21/04/2022;Loja004;123002;90097;2;Camisa manga longa;M;Preto;50,382;1
1628;21/04/2022;Loja005;123003;90001;4;Blusa manga curta; M;Vermelho;111,96;0
1629;21/04/2022;Loja006;123009;90031;3;Jaqueta;GG;Vermelho;275,97;0
1630;21/04/2022;Loja005;123002;90027;3;Camisa manga longa;M;Preto;83,97;0
1631;21/04/2022;Loja005;123002;90067;2;Camisa manga longa;M;Preto;55,98;0
1632;21/04/2022;Loja007;123007;90081;2;Camisa jeans;P;Vermelho;119,98;0
1633;21/04/2022;Loja002;123004;90050;2;Regata;M;Cinza;71,98;0
1634;22/04/2022;Loja010;123004;90087;3;Regata;M;Cinza;107,97;0
1635;22/04/2022;Loja008;123004;90090;3;Regata;M;Cinza;107,97;0
1636;22/04/2022;Loja001;123001;90020;2;Calça algodão;  G;Cinza;51,98;0
1637;22/04/2022;Loja007;123000;90089;2;Calça liso;  P;Azul;39,98;0
1638;22/04/2022;Loja010;123004;90064;1;Regata;M;Cinza;35,99;0
1639;22/04/2022;Loja009;123002;90044;2;Camisa manga longa;M;Preto;55,98;0
1640;22/04/2022;Loja003;123007;90018;3;Camisa jeans;P;Vermelho;161,973;1
1641;22/04/2022;Loja003;123005;90037;2;Blusa em malha;  P;Cinza;99,98;0
1642;22/04/2022;Loja005;123006;90093;2;Colete;P;Preto;111,98;0
1643;22/04/2022;Loja008;123009;90098;3;Jaqueta;GG;Vermelho;275,97;0
1644;22/04/2022;Loja010;123003;90031;4;Blusa manga curta; M;Vermelho;111,96;0
1645;22/04/2022;Loja002;123008;90089;3;Calça pantalona;G;Vermelho;269,97;0
1646;22/04/2022;Loja006;123005;90009;4;Blusa em malha;  P;Cinza;199,96;0
1647;22/04/2022;Loja009;123003;90044;3;Blusa manga curta; M;Vermelho;75,573;1
1648;22/04/2022;Loja010;123008;90078;2;Calça pantalona;G;Vermelho;179,98;0
1649;22/04/2022;Loja008;123009;90026;1;Jaqueta;GG;Vermelho;91,99;0
1650;22/04/2022;Loja006;123006;90061;3;Colete;P;Preto;151,173;1
1651;22/04/2022;Loja004;123008;90006;3;Calça pantalona;G;Vermelho;269,97;0
1652;22/04/2022;Loja006;123008;90070;1;Calça pantalona;G;Vermelho;89,99;0
1653;22/04/2022;Loja004;123001;90002;1;Calça algodão;  G;Cinza;25,99;0
1654;22/04/2022;Loja005;123003;90002;2;Blusa manga curta; M;Vermelho;55,98;0
1655;22/04/2022;Loja008;123004;90068;3;Regata;M;Cinza;107,97;0
1656;22/04/2022;Loja007;123007;90011;3;Camisa jeans;P;Vermelho;179,97;0
1657;22/04/2022;Loja001;123001;90081;2;Calça algodão;  G;Cinza;51,98;0
1658;22/04/2022;Loja006;123001;90054;2;Calça algodão;  G;Cinza;46,782;1
1659;22/04/2022;Loja010;123003;90077;4;Blusa manga curta; M;Vermelho;100,764;1
1660;22/04/2022;Loja003;123008;90067;2;Calça pantalona;G;Vermelho;179,98;0
1661;22/04/2022;Loja010;123008;90048;3;Calça pantalona;G;Vermelho;269,97;0
1662;22/04/2022;Loja009;123004;90099;2;Regata;M;Cinza;71,98;0
1663;22/04/2022;Loja006;123007;90048;3;Camisa jeans;P;Vermelho;161,973;1
1664;22/04/2022;Loja009;123007;90094;4;Camisa jeans;P;Vermelho;239,96;0
1665;22/04/2022;Loja006;123002;90047;3;Camisa manga longa;M;Preto;83,97;0
1666;23/04/2022;Loja006;123001;90003;2;Calça algodão;  G;Cinza;51,98;0
1667;23/04/2022;Loja010;123002;90054;3;Camisa manga longa;M;Preto;83,97;0
1668;23/04/2022;Loja008;123001;90057;2;Calça algodão;  G;Cinza;51,98;0
1669;23/04/2022;Loja004;123004;90045;3;Regata;M;Cinza;107,97;0
1670;23/04/2022;Loja002;123008;90085;2;Calça pantalona;G;Vermelho;179,98;0
1671;23/04/2022;Loja008;123005;90035;2;Blusa em malha;  P;Cinza;99,98;0
1672;23/04/2022;Loja001;123001;90036;2;Calça algodão;  G;Cinza;51,98;0
1673;23/04/2022;Loja005;123007;90057;1;Camisa jeans;P;Vermelho;59,99;0
1674;23/04/2022;Loja005;123004;90016;2;Regata;M;Cinza;71,98;0
1675;23/04/2022;Loja007;123002;90096;4;Camisa manga longa;M;Preto;111,96;0
1676;23/04/2022;Loja006;123006;90068;1;Colete;P;Preto;55,99;0
1677;23/04/2022;Loja005;123005;90087;3;Blusa em malha;  P;Cinza;149,97;0
1678;23/04/2022;Loja002;123004;90045;3;Regata;M;Cinza;97,173;1
1679;23/04/2022;Loja007;123002;90089;4;Camisa manga longa;M;Preto;111,96;0
1680;23/04/2022;Loja004;123005;90022;1;Blusa em malha;  P;Cinza;49,99;0
1681;23/04/2022;Loja008;123003;90065;2;Blusa manga curta; M;Vermelho;55,98;0
1682;23/04/2022;Loja003;123006;90003;2;Colete;P;Preto;111,98;0
1683;23/04/2022;Loja002;123006;90062;2;Colete;P;Preto;111,98;0
1684;23/04/2022;Loja004;123008;90063;3;Calça pantalona;G;Vermelho;269,97;0
1685;23/04/2022;Loja005;123005;90049;2;Blusa em malha;  P;Cinza;99,98;0
1686;23/04/2022;Loja004;123008;90050;4;Calça pantalona;G;Vermelho;359,96;0
1687;23/04/2022;Loja004;123007;90016;1;Camisa jeans;P;Vermelho;59,99;0
1688;23/04/2022;Loja001;123005;90074;2;Blusa em malha;  P;Cinza;99,98;0
1689;23/04/2022;Loja007;123002;90057;3;Camisa manga longa;M;Preto;83,97;0
1690;24/04/2022;Loja008;123001;90006;2;Calça algodão;  G;Cinza;51,98;0
1691;25/04/2022;Loja008;123001;90058;2;Calça algodão;  G;Cinza;51,98;0
1692;25/04/2022;Loja009;123001;90034;1;Calça algodão;  G;Cinza;25,99;0
1693;25/04/2022;Loja008;123007;90009;1;Camisa jeans;P;Vermelho;59,99;0
1694;25/04/2022;Loja004;123003;90056;3;Blusa manga curta; M;Vermelho;83,97;0
1695;26/04/2022;Loja009;123001;90014;2;Calça algodão;  G;Cinza;51,98;0
1696;26/04/2022;Loja004;123007;90087;1;Camisa jeans;P;Vermelho;59,99;0
1697;26/04/2022;Loja005;123006;90028;2;Colete;P;Preto;111,98;0
1698;27/04/2022;Loja003;123004;90004;3;Regata;M;Cinza;107,97;0
1699;27/04/2022;Loja005;123004;90082;1;Regata;M;Cinza;35,99;0
1700;27/04/2022;Loja008;123004;90054;1;Regata;M;Cinza;35,99;0
1701;27/04/2022;Loja006;123004;90094;3;Regata;M;Cinza;107,97;0
1702;27/04/2022;Loja002;123000;90068;1;Calça liso;  P;Azul;19,99;0
1703;27/04/2022;Loja006;123008;90036;1;Calça pantalona;G;Vermelho;89,99;0
1704;27/04/2022;Loja003;123002;90029;3;Camisa manga longa;M;Preto;83,97;0
1705;27/04/2022;Loja006;123006;90057;2;Colete;P;Preto;111,98;0
1706;27/04/2022;Loja007;123001;90012;2;Calça algodão;  G;Cinza;51,98;0
1707;27/04/2022;Loja006;123004;90033;2;Regata;M;Cinza;71,98;0
1708;27/04/2022;Loja010;123004;90069;1;Regata;M;Cinza;35,99;0
1709;27/04/2022;Loja004;123002;90064;3;Camisa manga longa;M;Preto;83,97;0
1710;27/04/2022;Loja009;123008;90084;3;Calça pantalona;G;Vermelho;269,97;0
1711;27/04/2022;Loja001;123007;90066;2;Camisa jeans;P;Vermelho;119,98;0
1712;27/04/2022;Loja005;123005;90020;1;Blusa em malha;  P;Cinza;49,99;0
1713;27/04/2022;Loja001;123004;90064;1;Regata;M;Cinza;35,99;0
1714;27/04/2022;Loja001;123008;90021;2;Calça pantalona;G;Vermelho;179,98;0
1715;27/04/2022;Loja003;123003;90034;4;Blusa manga curta; M;Vermelho;111,96;0
1716;27/04/2022;Loja003;123007;90036;3;Camisa jeans;P;Vermelho;179,97;0
1717;27/04/2022;Loja002;123000;90048;3;Calça liso;  P;Azul;53,973;1
1718;27/04/2022;Loja004;123006;90038;4;Colete;P;Preto;223,96;0
1719;27/04/2022;Loja009;123003;90000;2;Blusa manga curta; M;Vermelho;55,98;0
1720;27/04/2022;Loja006;123006;90094;2;Colete;P;Preto;100,782;1
1721;27/04/2022;Loja002;123007;90065;2;Camisa jeans;P;Vermelho;119,98;0
1722;27/04/2022;Loja007;123002;90008;3;Camisa manga longa;M;Preto;83,97;0
1723;27/04/2022;Loja006;123004;90071;3;Regata;M;Cinza;107,97;0
1724;27/04/2022;Loja007;123002;90022;4;Camisa manga longa;M;Preto;111,96;0
1725;27/04/2022;Loja008;123002;90004;2;Camisa manga longa;M;Preto;55,98;0
1726;27/04/2022;Loja002;123002;90005;4;Camisa manga longa;M;Preto;111,96;0
1727;27/04/2022;Loja010;123003;90092;3;Blusa manga curta; M;Vermelho;83,97;0
1728;27/04/2022;Loja007;123000;90009;1;Calça liso;  P;Azul;19,99;0
1729;27/04/2022;Loja010;123007;90058;2;Camisa jeans;P;Vermelho;119,98;0
1730;27/04/2022;Loja006;123008;90081;1;Calça pantalona;G;Vermelho;80,991;1
1731;27/04/2022;Loja002;123006;90076;3;Colete;P;Preto;167,97;0
1732;27/04/2022;Loja008;123005;90091;3;Blusa em malha;  P;Cinza;149,97;0
1733;27/04/2022;Loja003;123006;90097;3;Colete;P;Preto;167,97;0
1734;27/04/2022;Loja004;123006;90031;1;Colete;P;Preto;55,99;0
1735;27/04/2022;Loja008;123002;90007;2;Camisa manga longa;M;Preto;55,98;0
1736;27/04/2022;Loja001;123000;90044;3;Calça liso;  P;Azul;59,97;0
1737;27/04/2022;Loja009;123000;90003;2;Calça liso;  P;Azul;35,982;1
1738;27/04/2022;Loja004;123006;90000;3;Colete;P;Preto;151,173;1
1739;27/04/2022;Loja005;123008;90055;1;Calça pantalona;G;Vermelho;89,99;0
1740;27/04/2022;Loja006;123003;90083;1;Blusa manga curta; M;Vermelho;27,99;0
1741;27/04/2022;Loja007;123005;90080;3;Blusa em malha;  P;Cinza;149,97;0
1742;27/04/2022;Loja008;123004;90039;3;Regata;M;Cinza;107,97;0
1743;27/04/2022;Loja007;123001;90061;2;Calça algodão;  G;Cinza;51,98;0
1744;27/04/2022;Loja009;123008;90056;3;Calça pantalona;G;Vermelho;269,97;0
1745;27/04/2022;Loja009;123007;90061;4;Camisa jeans;P;Vermelho;239,96;0
1746;27/04/2022;Loja006;123008;90031;1;Calça pantalona;G;Vermelho;89,99;0
1747;27/04/2022;Loja004;123003;90033;3;Blusa manga curta; M;Vermelho;83,97;0
1748;27/04/2022;Loja003;123005;90095;2;Blusa em malha;  P;Cinza;99,98;0
1749;27/04/2022;Loja007;123007;90072;1;Camisa jeans;P;Vermelho;53,991;1
1750;27/04/2022;Loja009;123001;90077;3;Calça algodão;  G;Cinza;77,97;0
1751;27/04/2022;Loja001;123008;90031;2;Calça pantalona;G;Vermelho;179,98;0
1752;27/04/2022;Loja008;123007;90088;2;Camisa jeans;P;Vermelho;119,98;0
1753;27/04/2022;Loja009;123005;90017;2;Blusa em malha;  P;Cinza;99,98;0
1754;27/04/2022;Loja010;123002;90025;2;Camisa manga longa;M;Preto;50,382;1
1755;27/04/2022;Loja008;123000;90098;2;Calça liso;  P;Azul;39,98;0
1756;27/04/2022;Loja009;123001;90040;1;Calça algodão;  G;Cinza;25,99;0
1757;27/04/2022;Loja003;123004;90016;3;Regata;M;Cinza;107,97;0
1758;27/04/2022;Loja009;123003;90014;1;Blusa manga curta; M;Vermelho;25,191;1
1759;27/04/2022;Loja005;123004;90042;2;Regata;M;Cinza;71,98;0
1760;27/04/2022;Loja007;123003;90018;2;Blusa manga curta; M;Vermelho;50,382;1
1761;27/04/2022;Loja005;123000;90027;2;Calça liso;  P;Azul;39,98;0
1762;27/04/2022;Loja009;123008;90078;3;Calça pantalona;G;Vermelho;269,97;0
1763;27/04/2022;Loja010;123008;90028;2;Calça pantalona;G;Vermelho;161,982;1
1764;27/04/2022;Loja002;123009;90037;3;Jaqueta;GG;Vermelho;275,97;0
1765;27/04/2022;Loja006;123001;90080;1;Calça algodão;  G;Cinza;25,99;0
1766;27/04/2022;Loja005;123006;90040;3;Colete;P;Preto;167,97;0
1767;27/04/2022;Loja002;123000;90044;2;Calça liso;  P;Azul;39,98;0
1768;27/04/2022;Loja004;123004;90015;2;Regata;M;Cinza;71,98;0
1769;27/04/2022;Loja001;123007;90078;2;Camisa jeans;P;Vermelho;119,98;0
1770;27/04/2022;Loja001;123005;90067;3;Blusa em malha;  P;Cinza;149,97;0
1771;27/04/2022;Loja002;123008;90094;3;Calça pantalona;G;Vermelho;269,97;0
1772;27/04/2022;Loja009;123003;90071;3;Blusa manga curta; M;Vermelho;83,97;0
1773;27/04/2022;Loja004;123009;90038;2;Jaqueta;GG;Vermelho;165,582;1
1774;27/04/2022;Loja003;123007;90081;1;Camisa jeans;P;Vermelho;59,99;0
1775;27/04/2022;Loja007;123004;90089;3;Regata;M;Cinza;107,97;0
1776;27/04/2022;Loja010;123000;90006;2;Calça liso;  P;Azul;39,98;0
1777;27/04/2022;Loja004;123001;90037;3;Calça algodão;  G;Cinza;77,97;0
1778;27/04/2022;Loja009;123008;90056;2;Calça pantalona;G;Vermelho;179,98;0
1779;27/04/2022;Loja006;123007;90093;2;Camisa jeans;P;Vermelho;119,98;0
1780;27/04/2022;Loja003;123008;90019;3;Calça pantalona;G;Vermelho;269,97;0
1781;27/04/2022;Loja009;123006;90025;2;Colete;P;Preto;111,98;0
1782;28/04/2022;Loja005;123004;90042;2;Regata;M;Cinza;71,98;0
1783;29/04/2022;Loja005;123002;90011;3;Camisa manga longa;M;Preto;83,97;0
1784;29/04/2022;Loja004;123005;90034;3;Blusa em malha;  P;Cinza;149,97;0
1785;29/04/2022;Loja001;123008;90061;2;Calça pantalona;G;Vermelho;179,98;0
1786;29/04/2022;Loja007;123003;90081;2;Blusa manga curta; M;Vermelho;55,98;0
1787;29/04/2022;Loja006;123007;90036;1;Camisa jeans;P;Vermelho;59,99;0
1788;30/04/2022;Loja006;123008;90068;2;Calça pantalona;G;Vermelho;161,982;1
1789;30/04/2022;Loja002;123003;90056;2;Blusa manga curta; M;Vermelho;55,98;0
1790;30/04/2022;Loja009;123009;90058;3;Jaqueta;GG;Vermelho;275,97;0
1791;30/04/2022;Loja003;123005;90082;2;Blusa em malha;  P;Cinza;89,982;1
1792;30/04/2022;Loja003;123007;90085;2;Camisa jeans;P;Vermelho;119,98;0
1793;30/04/2022;Loja010;123005;90028;4;Blusa em malha;  P;Cinza;199,96;0
1794;30/04/2022;Loja009;123007;90058;3;Camisa jeans;P;Vermelho;179,97;0
1795;30/04/2022;Loja007;123008;90029;2;Calça pantalona;G;Vermelho;179,98;0
1796;30/04/2022;Loja002;123001;90026;1;Calça algodão;  G;Cinza;25,99;0
1797;30/04/2022;Loja010;123005;90060;1;Blusa em malha;  P;Cinza;49,99;0
1798;30/04/2022;Loja005;123000;90085;1;Calça liso;  P;Azul;19,99;0
1799;30/04/2022;Loja003;123005;90067;3;Blusa em malha;  P;Cinza;149,97;0
1800;30/04/2022;Loja002;123007;90032;1;Camisa jeans;P;Vermelho;59,99;0
1801;30/04/2022;Loja002;123008;90094;2;Calça pantalona;G;Vermelho;179,98;0
1802;30/04/2022;Loja003;123005;90026;2;Blusa em malha;  P;Cinza;99,98;0
1803;30/04/2022;Loja006;123008;90016;3;Calça pantalona;G;Vermelho;269,97;0
1804;30/04/2022;Loja009;123001;90016;1;Calça algodão;  G;Cinza;23,391;1
1805;30/04/2022;Loja009;123001;90016;4;Calça algodão;  G;Cinza;93,564;1
1806;30/04/2022;Loja007;123007;90079;3;Camisa jeans;P;Vermelho;179,97;0
1807;30/04/2022;Loja002;123007;90032;3;Camisa jeans;P;Vermelho;179,97;0
1808;30/04/2022;Loja002;123002;90069;2;Camisa manga longa;M;Preto;55,98;0
1809;30/04/2022;Loja003;123002;90070;2;Camisa manga longa;M;Preto;55,98;0
1810;30/04/2022;Loja002;123007;90088;4;Camisa jeans;P;Vermelho;239,96;0
1811;30/04/2022;Loja006;123004;90012;2;Regata;M;Cinza;71,98;0
1812;30/04/2022;Loja010;123007;90048;2;Camisa jeans;P;Vermelho;119,98;0
1813;30/04/2022;Loja001;123004;90074;2;Regata;M;Cinza;71,98;0
1814;30/04/2022;Loja003;123008;90025;2;Calça pantalona;G;Vermelho;179,98;0
1815;30/04/2022;Loja003;123006;90010;3;Colete;P;Preto;151,173;1
1816;30/04/2022;Loja005;123005;90028;2;Blusa em malha;  P;Cinza;99,98;0
1817;30/04/2022;Loja005;123004;90056;1;Regata;M;Cinza;32,391;1
1818;01/05/2022;Loja008;123002;90032;3;Camisa manga longa;M;Preto;83,97;0
1819;01/05/2022;Loja004;123008;90097;2;Calça pantalona;G;Vermelho;179,98;0
1820;01/05/2022;Loja002;123005;90027;3;Blusa em malha;  P;Cinza;149,97;0
1821;01/05/2022;Loja006;123002;90003;1;Camisa manga longa;M;Preto;27,99;0
1822;01/05/2022;Loja006;123007;90016;4;Camisa jeans;P;Vermelho;215,964;1
1823;01/05/2022;Loja008;123008;90027;2;Calça pantalona;G;Vermelho;179,98;0
1824;01/05/2022;Loja005;123004;90096;1;Regata;M;Cinza;35,99;0
1825;01/05/2022;Loja006;123003;90039;4;Blusa manga curta; M;Vermelho;111,96;0
1826;01/05/2022;Loja002;123002;90004;4;Camisa manga longa;M;Preto;111,96;0
1827;01/05/2022;Loja005;123002;90074;2;Camisa manga longa;M;Preto;55,98;0
1828;01/05/2022;Loja003;123005;90080;1;Blusa em malha;  P;Cinza;49,99;0
1829;01/05/2022;Loja002;123006;90004;1;Colete;P;Preto;55,99;0
1830;01/05/2022;Loja006;123007;90036;2;Camisa jeans;P;Vermelho;119,98;0
1831;01/05/2022;Loja005;123004;90001;3;Regata;M;Cinza;107,97;0
1832;01/05/2022;Loja010;123002;90048;2;Camisa manga longa;M;Preto;55,98;0
1833;01/05/2022;Loja004;123002;90003;3;Camisa manga longa;M;Preto;83,97;0
1834;02/05/2022;Loja002;123007;90022;2;Camisa jeans;P;Vermelho;107,982;1
1835;02/05/2022;Loja007;123006;90088;2;Colete;P;Preto;111,98;0
1836;03/05/2022;Loja004;123007;90075;4;Camisa jeans;P;Vermelho;239,96;0
1837;03/05/2022;Loja005;123006;90043;3;Colete;P;Preto;167,97;0
1838;03/05/2022;Loja005;123002;90067;3;Camisa manga longa;M;Preto;83,97;0
1839;03/05/2022;Loja006;123004;90056;2;Regata;M;Cinza;71,98;0
1840;03/05/2022;Loja004;123001;90006;3;Calça algodão;  G;Cinza;77,97;0
1841;03/05/2022;Loja009;123001;90053;1;Calça algodão;  G;Cinza;25,99;0
1842;03/05/2022;Loja005;123003;90011;1;Blusa manga curta; M;Vermelho;27,99;0
1843;03/05/2022;Loja010;123005;90012;1;Blusa em malha;  P;Cinza;49,99;0
1844;03/05/2022;Loja005;123001;90079;2;Calça algodão;  G;Cinza;51,98;0
1845;03/05/2022;Loja002;123002;90054;2;Camisa manga longa;M;Preto;50,382;1
1846;03/05/2022;Loja008;123004;90029;3;Regata;M;Cinza;97,173;1
1847;03/05/2022;Loja007;123009;90009;3;Jaqueta;GG;Vermelho;275,97;0
1848;03/05/2022;Loja002;123004;90022;3;Regata;M;Cinza;107,97;0
1849;03/05/2022;Loja010;123006;90089;1;Colete;P;Preto;55,99;0
1850;03/05/2022;Loja008;123009;90080;2;Jaqueta;GG;Vermelho;165,582;1
1851;03/05/2022;Loja007;123008;90081;2;Calça pantalona;G;Vermelho;179,98;0
1852;03/05/2022;Loja007;123004;90062;2;Regata;M;Cinza;71,98;0
1853;03/05/2022;Loja008;123006;90044;3;Colete;P;Preto;167,97;0
1854;03/05/2022;Loja009;123005;90086;3;Blusa em malha;  P;Cinza;134,973;1
1855;03/05/2022;Loja008;123001;90058;2;Calça algodão;  G;Cinza;51,98;0
1856;03/05/2022;Loja005;123007;90082;3;Camisa jeans;P;Vermelho;179,97;0
1857;03/05/2022;Loja003;123005;90097;2;Blusa em malha;  P;Cinza;99,98;0
1858;03/05/2022;Loja009;123001;90004;1;Calça algodão;  G;Cinza;25,99;0
1859;03/05/2022;Loja009;123005;90081;2;Blusa em malha;  P;Cinza;99,98;0
1860;03/05/2022;Loja007;123008;90083;1;Calça pantalona;G;Vermelho;89,99;0
1861;03/05/2022;Loja010;123006;90081;2;Colete;P;Preto;100,782;1
1862;03/05/2022;Loja005;123001;90041;2;Calça algodão;  G;Cinza;51,98;0
1863;03/05/2022;Loja003;123001;90002;3;Calça algodão;  G;Cinza;77,97;0
1864;03/05/2022;Loja004;123004;90090;3;Regata;M;Cinza;107,97;0
1865;03/05/2022;Loja008;123009;90025;3;Jaqueta;GG;Vermelho;275,97;0
1866;04/05/2022;Loja005;123001;90083;2;Calça algodão;  G;Cinza;46,782;1
1867;04/05/2022;Loja003;123001;90047;2;Calça algodão;  G;Cinza;51,98;0
1868;04/05/2022;Loja004;123003;90010;3;Blusa manga curta; M;Vermelho;83,97;0
1869;04/05/2022;Loja008;123004;90009;1;Regata;M;Cinza;35,99;0
1870;04/05/2022;Loja006;123008;90094;3;Calça pantalona;G;Vermelho;269,97;0
1871;04/05/2022;Loja002;123002;90018;3;Camisa manga longa;M;Preto;75,573;1
1872;04/05/2022;Loja002;123007;90052;1;Camisa jeans;P;Vermelho;59,99;0
1873;04/05/2022;Loja007;123002;90096;4;Camisa manga longa;M;Preto;100,764;1
1874;04/05/2022;Loja010;123008;90037;3;Calça pantalona;G;Vermelho;269,97;0
1875;04/05/2022;Loja003;123003;90027;4;Blusa manga curta; M;Vermelho;111,96;0
1876;04/05/2022;Loja007;123007;90017;3;Camisa jeans;P;Vermelho;179,97;0
